BranchPredictor,fetchWidth,numFetchBufferEntries,numRasEntries,maxBrCount,decodeWidth,numRobEntries,numIntPhysRegisters,memIssueWidth,memIssueWidth,numLdqEntries,enablePrefetching,enableSFBOpt,numRXQEntries,numRCQEntries,nL2TLBEntries,nL2TLBWays,nICacheWays,nICacheTLBWays,nDCacheWays,nDCacheMSHRs,nDCacheTLBWays,CPI,Power,Area
0,1,1,0,3,3,3,2,1,2,2,1,1,2,1,2,3,1,0,1,1,2,0.878287655,21.33912,6335141.405
0,1,3,2,1,3,1,4,0,3,3,1,0,1,2,2,1,2,2,1,0,2,0.960200638,19.431626,6139257.337
0,1,1,2,3,2,2,0,0,2,0,0,1,0,0,0,3,0,1,2,0,2,1.092729549,20.93008,5622887.651
2,0,2,1,2,2,2,0,1,0,0,1,1,2,2,3,2,1,0,2,1,2,1.318967646,15.209935,5764758.482
0,1,2,1,3,4,4,3,1,1,3,1,0,0,0,3,2,0,0,0,0,2,0.947642869,21.74613,6284405.377
2,0,2,0,3,1,3,4,0,1,2,0,1,0,0,2,2,1,2,1,2,0,1.198137236,16.741933,5539973.389
2,0,3,0,0,1,4,2,0,1,3,1,1,0,0,3,1,1,2,1,2,1,1.199996654,15.03614,5379460.85
1,0,1,1,0,2,2,4,0,2,1,0,1,2,0,1,1,0,1,1,0,2,0.933834774,17.49783,5514551.181
0,1,1,2,1,2,2,1,0,2,0,1,0,2,1,3,1,1,0,0,0,0,1.115341674,15.25586,5371246.537
1,0,0,2,3,0,1,0,1,0,2,0,0,0,2,2,1,1,1,2,2,2,1.341755896,16.62949,5821620.479
0,1,2,2,1,0,1,2,1,0,2,1,1,2,1,0,0,0,0,2,2,2,1.35864314,14.02374,5847088.329
1,0,3,2,3,1,2,3,0,1,0,0,1,1,2,0,1,0,2,2,2,2,1.049673309,16.016062,5587052.952
1,1,3,2,3,4,4,3,1,3,1,1,1,1,1,3,3,2,0,0,1,1,0.822289959,27.591126,6895612.741
1,0,4,1,3,2,2,3,1,2,1,1,0,1,1,1,0,0,0,2,1,1,0.914366851,20.42439,6230573.574
2,0,0,0,1,2,2,0,1,2,2,1,1,0,2,3,0,2,1,1,1,1,1.255808806,16.45827,5761569.837
1,0,1,2,2,3,0,4,0,3,2,0,1,0,2,0,3,0,0,2,0,0,0.9575681,24.7772,6084975.162
0,0,5,2,3,2,2,4,0,2,3,0,0,0,2,0,3,1,0,0,2,1,1.118761658,19.40417,5671909.034
2,0,3,0,0,1,2,2,0,1,3,1,0,1,0,3,0,1,2,0,2,0,1.255965525,13.668913,5253317.794
2,0,5,1,0,0,2,2,1,0,3,0,0,0,2,0,3,2,2,1,1,0,1.459192906,12.039797,5508280.336
1,1,4,2,1,2,2,2,0,0,2,0,1,1,0,1,1,0,2,2,0,2,1.045444181,19.50568,5910772.536
1,0,0,2,2,2,2,3,1,2,0,1,0,0,2,2,3,1,0,2,2,1,0.994036042,19.10816,6287839.977
1,0,4,0,3,1,4,3,1,0,3,1,0,1,2,2,2,2,2,2,1,2,1.069435407,19.84186,6345618.889
0,1,3,1,0,4,4,1,1,3,1,0,1,0,0,2,2,0,1,0,0,1,0.963411863,17.7508,5874297.738
0,0,4,0,3,3,0,4,0,3,1,1,0,2,1,1,1,0,0,1,1,1,1.239611093,16.966161,5639869.007
1,1,1,1,1,4,4,3,0,3,3,0,1,1,1,1,2,1,0,0,2,1,0.851908682,28.47991,6482082.455
1,0,0,2,0,1,4,0,0,1,3,0,0,2,1,0,2,1,2,2,2,1,1.106720846,16.36464,5474466.84
2,0,4,0,2,3,2,1,0,0,3,0,1,2,0,1,3,2,0,2,1,1,1.263986978,15.602375,5690233.763
1,1,1,1,0,2,2,3,1,0,2,0,0,0,0,2,1,0,2,1,0,2,1.015901444,18.411953,6135611.459
1,0,0,0,2,3,1,0,1,1,0,1,1,0,0,1,3,2,1,2,0,0,1.137061835,19.27674,6143156.509
2,1,0,1,1,1,0,0,0,1,1,0,1,1,0,3,0,0,1,1,2,2,1.22305526,14.8583,5319586.402
2,0,2,1,2,1,0,2,0,1,2,1,1,1,2,2,0,0,2,2,0,2,1.208384404,13.903752,5270440.496
2,0,3,0,3,2,2,0,1,1,1,1,1,2,0,0,0,1,1,0,1,0,1.334412525,14.871729,5450993.319
1,1,2,0,2,4,4,1,0,1,3,1,0,1,2,3,2,2,1,1,0,2,0.925739142,21.499876,6344202.86
1,1,1,1,1,3,2,0,1,3,2,0,1,2,2,0,2,0,0,2,1,0,1.015187973,25.31421,6636160.753
2,1,0,2,1,1,0,0,1,1,0,1,0,0,1,0,1,2,0,1,2,2,1.226825145,15.862042,5733235.813
0,0,3,2,2,0,4,0,0,0,2,1,0,2,2,0,0,1,2,2,2,1,1.388927236,13.618279,5189741.349
2,1,1,0,1,3,0,2,1,1,3,0,0,1,0,2,1,0,2,0,0,0,1.149551206,19.29252,5905004.042
1,0,4,1,0,1,4,2,1,1,1,0,1,2,2,0,3,2,1,2,2,0,0.962435332,16.970936,6089810.069
0,1,3,2,1,2,2,2,0,1,1,0,0,2,2,3,1,2,2,0,2,2,1.004838304,16.26531,5677940.808
1,0,1,2,2,1,4,0,1,0,1,1,1,0,2,2,0,2,1,2,0,2,1.129263387,15.854548,5919908.432
2,0,3,2,0,2,2,1,1,2,1,0,1,1,1,1,3,2,2,2,2,2,1.155049649,16.64023,6028981.405
1,0,4,0,1,0,0,3,0,0,3,1,0,2,1,3,0,0,1,1,0,2,1.354122874,14.87537,5179600.772
1,0,1,0,2,0,1,4,1,0,2,0,0,2,0,0,1,2,2,0,0,2,1.388746055,15.98746,5571610.988
2,1,1,0,2,0,3,2,0,0,1,0,1,0,2,0,0,0,2,1,2,0,1.430535232,15.095453,5288141.632
1,1,1,2,1,4,4,3,0,2,1,0,1,1,0,0,2,0,0,2,2,2,0.841788255,25.1377,6434340.886
0,1,4,1,3,4,4,4,1,0,3,0,1,1,0,0,0,1,0,1,1,2,1.045878393,29.64853,6621261.311
0,0,4,2,2,1,2,4,0,0,1,1,0,0,2,3,2,2,1,1,1,2,1.182258905,13.46754,5357165.915
2,0,5,1,2,2,2,4,1,0,0,0,0,2,2,3,0,2,1,1,1,0,1.308510181,21.01186,5903749.685
2,0,5,0,0,1,3,4,1,1,0,1,0,2,1,1,3,1,0,0,1,0,1.32303234,12.837831,5412990.647
1,1,2,0,1,1,4,4,0,1,2,1,1,1,2,3,3,0,2,1,1,1,0.91746414,20.010444,5889660.358
2,0,2,2,1,1,0,4,1,1,0,0,1,2,2,2,2,1,1,2,0,1,1.247574896,14.290284,5774364.348
1,1,2,0,1,0,0,4,1,0,1,1,1,0,1,2,0,1,2,0,1,0,1.336446849,18.139811,5831703.554
1,1,1,0,2,2,2,4,1,0,1,1,1,1,2,2,1,2,2,0,2,0,1.043330167,21.275595,6431745.242
0,1,0,0,3,0,3,3,1,0,2,0,1,1,2,2,3,0,2,1,0,0,1.360797187,19.24642,5728270.09
0,1,1,0,0,2,2,4,0,2,2,0,0,2,0,3,1,0,0,2,2,1,0.94081858,15.861786,5836165.757
1,0,1,0,3,3,3,3,0,2,1,0,0,1,1,2,0,0,0,1,0,2,0.952963175,20.15524,5822696.385
0,1,0,1,0,1,2,3,1,1,2,1,1,2,2,0,3,0,1,0,0,2,0.97384464,15.18381,5574216.727
1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,3,3,0,2,1,2,0,1.018758941,21.47192,6056862.371
0,0,5,0,1,2,2,4,0,1,0,0,1,2,1,0,1,2,0,2,1,1,1.136216452,15.14143,5559454.378
2,1,0,2,0,0,4,3,1,0,1,0,0,0,0,0,3,2,0,0,0,0,1.438972464,14.47034,5560263.594
2,0,0,2,3,0,4,4,1,0,2,0,0,1,0,0,1,2,2,0,2,2,1.498111496,19.33899,5693623.517
1,1,1,2,2,1,1,4,1,1,1,1,1,2,2,3,1,2,2,1,0,1,0.905780026,21.4253,6375170.015
1,1,1,2,3,4,4,1,0,3,3,1,1,1,2,2,1,0,1,0,0,1,0.925931117,26.30315,6307038.394
2,0,5,2,0,3,0,0,1,3,0,0,1,1,2,2,3,1,0,2,2,2,1.267079127,16.074488,5990880.471
1,1,3,2,3,2,2,4,0,2,3,0,0,0,1,0,1,0,0,1,0,2,0.867074379,31.71457,6226576.972
0,1,1,1,0,2,2,1,0,2,1,0,1,0,0,0,2,2,0,2,2,0,0.956342971,15.695423,5752825.755
1,1,5,0,3,4,4,3,1,4,3,1,1,0,1,3,3,1,1,2,0,2,0.727344185,34.11879,7353272.03
1,1,3,2,1,4,4,3,1,3,2,1,1,2,2,2,2,2,0,2,2,1,0.734391377,32.38949,7253577.58
1,1,5,1,0,3,3,3,1,3,2,0,1,0,0,2,1,0,1,2,2,2,0.740952445,25.67202,6953454.767
1,1,1,2,1,4,4,4,1,3,3,0,0,1,2,0,0,0,1,2,0,1,0.746291948,28.8495,6995470.433
1,1,3,2,2,4,4,4,1,2,2,0,1,1,1,0,3,2,2,1,1,2,0.747152368,30.10501,6948714.177
1,1,1,2,3,4,4,4,1,3,2,0,1,0,2,3,1,2,2,1,0,0,0.749829971,34.37045,7160870.593
1,1,2,1,3,4,4,3,1,3,2,1,0,1,0,2,2,2,2,1,2,2,0.762123727,33.35392,7171180.311
1,1,1,1,0,4,4,2,1,2,3,1,1,2,0,1,0,0,2,2,0,1,0.762289642,24.76802,6780477.652
1,1,1,1,2,2,2,2,1,2,2,0,1,2,2,2,0,1,2,2,1,1,0.767656049,23.865613,6701279.106
1,1,2,1,0,3,2,4,1,3,1,1,1,0,0,2,2,2,0,2,2,2,0.768016047,29.96508,7160710.409
1,1,4,0,3,4,4,2,1,3,3,1,0,2,2,2,1,0,2,2,1,1,0.769989517,32.03269,7145025.819
1,1,2,0,1,2,2,3,1,2,3,1,1,0,0,2,3,1,1,1,1,2,0.774164953,32.49322,6623581.115
1,1,1,0,0,2,2,2,1,2,3,0,1,0,0,3,3,1,0,2,0,2,0.774271697,22.201874,6660494.659
1,1,1,1,2,3,1,2,1,3,2,1,1,1,0,2,3,0,1,2,2,2,0.776123125,26.178609,6961072.771
1,1,1,1,3,2,2,4,1,2,3,1,1,1,1,3,1,0,0,1,2,1,0.776228437,25.37109,6734982.766
1,1,4,0,2,4,4,4,1,4,1,1,1,1,2,3,0,2,2,1,0,1,0.77791152,26.777882,7109738.665
1,1,2,2,2,4,4,3,1,3,3,0,1,1,0,0,1,0,2,0,2,1,0.778895901,30.48917,6832138.597
1,1,2,1,3,2,2,4,1,2,3,0,0,2,2,2,2,1,0,2,2,1,0.78143038,26.733278,7003564.915
1,1,1,0,3,4,4,3,1,3,1,0,0,2,2,3,0,0,2,2,2,2,0.782763409,27.27704,7183951.609
1,1,1,1,3,3,2,3,1,3,3,0,0,0,1,2,0,2,2,1,0,1,0.786328463,26.873838,6996637.893
1,1,2,1,2,2,2,2,1,2,2,0,1,0,1,1,2,1,1,1,0,1,0.786919297,26.40927,6298895.551
1,1,1,1,0,2,2,2,1,2,2,0,0,1,0,3,1,2,2,2,2,1,0.788653387,23.097611,6834765.573
1,1,1,2,1,4,4,3,1,1,3,1,0,2,2,0,0,2,2,2,1,1,0.789257654,23.835855,7057417.899
1,1,2,0,0,4,4,3,1,3,1,1,0,0,2,3,0,2,2,2,1,2,0.790155359,28.72423,7079897.914
1,1,1,1,1,4,4,2,1,4,2,1,0,1,1,0,2,1,1,1,0,1,0.790280395,28.06282,6719470.528
1,1,4,0,3,3,3,3,1,1,3,0,1,0,2,0,2,2,0,1,2,2,0.790999869,27.175589,7005321.513
1,1,2,0,0,4,4,3,1,2,1,1,0,2,0,0,2,1,0,2,0,2,0.793798739,25.08384,6771647.811
1,1,2,2,3,2,2,4,1,2,3,0,0,2,0,3,0,1,1,1,2,2,0.794554469,30.31472,6795616.95
1,1,2,1,3,4,4,3,1,1,2,0,1,1,1,1,2,0,2,1,1,1,0.7950703,29.66746,6767331.847
1,1,3,1,3,2,2,4,1,2,3,0,0,1,0,3,2,2,0,1,1,2,0.79571901,26.87927,6796551.224
1,1,1,2,0,2,2,4,1,2,3,0,0,0,1,1,0,2,2,1,1,2,0.797498402,22.658328,6586339.355
1,1,4,1,3,3,2,3,1,1,2,1,0,2,2,1,0,1,1,2,0,2,0.799552275,28.01131,6813608.345
1,1,4,2,0,4,4,3,1,2,2,0,1,2,2,2,2,0,1,0,0,1,0.801403586,26.71326,6391080.399
1,1,2,2,0,4,4,1,1,4,3,1,1,0,2,0,0,2,0,2,0,1,0.801445612,29.62524,6962776.042
1,1,1,0,0,4,4,4,1,3,1,0,0,1,2,2,1,0,2,1,1,0,0.801670689,24.91867,6664015.135
1,1,1,0,1,2,2,3,1,2,1,0,1,2,0,0,0,0,1,2,0,0,0.802120804,22.929637,6471672.576
1,1,2,2,2,4,4,2,1,3,1,1,0,0,0,1,2,2,1,1,0,1,0.804385482,26.536888,6886161.579
1,1,1,0,0,3,2,1,1,3,3,0,1,2,2,0,3,1,1,2,2,2,0.806251295,28.58258,6774202.502
1,1,0,1,3,3,3,2,1,3,1,1,0,0,1,0,1,2,1,1,1,0,0.806303267,28.79083,6806860.107
1,1,4,2,0,4,4,2,1,1,3,0,1,1,1,0,2,1,0,1,2,0,0.808840342,26.51176,6583110.921
1,1,4,0,1,2,2,4,1,2,3,0,1,2,2,1,1,1,2,0,1,2,0.812612395,23.340439,6408052.053
1,1,5,0,2,2,2,2,1,1,3,1,0,1,1,2,2,1,2,2,0,2,0.812635421,26.06515,6628881.966
1,1,3,2,1,4,4,2,1,1,2,1,1,1,2,2,2,1,1,1,2,0,0.813983083,27.37067,6656105.013
1,1,2,2,1,3,3,1,1,3,3,0,1,1,2,3,3,1,2,1,2,2,0.81500114,25.601729,6759958.149
1,1,5,1,3,4,4,4,1,3,1,0,1,1,2,3,0,1,1,0,2,0,0.815401967,30.52482,6979100.044
1,1,4,2,1,4,4,4,1,1,1,0,1,0,1,2,0,0,2,2,2,1,0.815419051,28.31946,6986576.229
1,1,5,0,3,4,4,1,1,2,3,0,1,0,0,2,1,2,0,1,0,0,0.816426167,27.25332,6826659.73
1,1,1,1,0,4,4,1,1,4,1,0,1,0,1,2,0,0,2,1,0,0,0.816929355,24.544805,6436050.052
1,1,2,0,2,4,4,1,1,4,3,0,1,2,0,1,2,2,1,1,0,1,0.816997543,29.56925,6868628.559
1,1,5,0,1,4,4,4,0,3,2,0,1,0,0,0,1,2,0,2,2,0,0.818867214,29.44898,6778332.802
1,1,4,0,0,2,2,3,1,1,2,1,0,0,1,1,2,1,0,1,1,0,0.819225877,21.836556,6291622.155
1,1,1,2,2,2,2,4,1,2,3,0,1,2,1,2,3,2,1,0,0,1,0.819703902,27.61489,6534955.036
1,1,2,1,1,4,4,4,1,1,2,0,1,2,2,1,2,2,1,0,1,2,0.820736544,23.149546,6722851.366
1,1,4,0,2,4,4,2,1,4,3,1,0,1,1,3,0,2,0,0,1,1,0.820778948,30.60414,6873267.891
1,1,5,0,3,4,4,3,1,2,2,0,0,2,1,3,0,2,0,0,0,2,0.821300165,29.5157,6829520.139
1,1,1,1,3,4,4,1,1,2,2,1,1,2,2,2,3,0,0,1,1,0,0.821726869,28.88855,6581627.529
1,1,2,0,1,2,2,1,1,2,2,0,1,2,1,3,1,2,0,1,1,0,0.821991977,23.45839,6405897.866
1,1,3,2,1,2,2,3,1,2,3,0,1,2,2,2,2,1,1,0,0,1,0.82199245,22.448878,6336111.996
1,1,2,2,1,4,4,2,1,4,1,1,1,0,0,0,0,1,2,0,1,2,0.822177945,28.20596,6650031.206
1,1,4,2,1,4,4,1,1,4,2,1,0,1,0,3,2,0,1,2,0,0,0.822708543,26.028586,6838961.568
1,1,2,1,3,2,2,4,1,2,3,1,1,0,2,0,2,1,1,0,0,2,0.823359975,27.18876,6547867.398
1,1,2,1,3,2,2,1,1,2,2,1,1,0,0,2,1,1,2,1,2,2,0.82403256,26.16362,6477506.51
1,1,1,2,0,2,2,2,1,2,1,0,0,1,1,2,3,1,2,2,1,2,0.824374075,22.79189,6548718.927
1,1,5,2,3,4,4,1,1,2,3,0,1,2,0,2,3,0,1,1,2,0,0.825603193,31.24282,6780531.758
1,1,5,1,0,4,4,2,1,4,2,0,0,0,1,2,1,0,1,0,1,1,0.825817681,26.88488,6501413.215
1,1,2,0,2,4,4,2,1,3,3,0,0,2,1,0,2,1,0,0,2,2,0.827514422,31.06864,6749790.171
1,1,3,2,2,2,2,3,1,2,2,1,1,0,0,1,3,0,1,0,0,0,0.828134362,24.45323,6234061.584
1,1,1,2,3,4,4,4,1,1,3,1,1,2,1,2,2,1,1,0,0,0,0.830505131,27.25555,6781319.347
1,1,1,1,3,2,2,3,1,1,1,0,1,1,1,2,0,1,1,1,0,0,0.831938086,25.74894,6347914.935
1,1,1,0,2,2,2,4,0,2,3,1,1,0,2,0,3,2,0,1,1,2,0.833888434,26.4952,6357681.784
1,1,1,0,1,4,4,1,1,4,3,1,0,2,0,0,3,1,1,1,0,2,0.834594016,24.953627,6652216.798
1,1,4,0,3,4,4,4,1,1,1,0,0,2,0,1,1,1,2,2,0,1,0.834788066,30.4231,6968481.931
1,1,5,0,0,4,4,2,0,2,2,0,1,1,1,3,1,1,1,2,2,0,0.836195201,25.54752,6441166.989
1,1,5,2,1,2,2,4,1,2,2,1,0,0,0,3,2,2,2,0,1,2,0.836733228,31.04723,6673641.719
1,1,4,1,3,4,4,3,0,3,3,1,0,2,2,3,3,1,0,2,2,0,0.836781584,28.058262,6888510.047
1,1,5,1,1,4,4,4,0,3,3,1,0,0,1,1,3,2,0,2,2,2,0.837220931,38.06765,6963744.03
1,1,1,0,0,3,3,3,1,1,1,1,0,0,1,3,1,0,0,2,0,0,0.837424355,22.980498,6603427.169
1,1,3,1,3,2,2,2,1,2,3,1,1,0,2,3,1,0,2,0,0,2,0.839820058,26.86432,6349380.773
1,1,1,0,3,2,2,1,1,2,2,0,0,1,1,2,2,0,2,1,1,0,0.839834723,24.921691,6308255.389
1,1,5,2,1,4,4,4,0,4,2,0,0,2,1,3,0,2,0,1,1,0,0.841102784,28.45344,6675917.197
1,1,0,1,1,3,3,4,1,1,1,1,0,1,2,0,0,0,1,2,2,2,0.841215005,25.03388,6818697.675
1,1,0,0,2,3,2,2,0,3,2,1,1,0,1,0,1,2,2,2,0,0,0.841653545,24.644247,6503869.062
1,1,2,0,0,4,4,3,1,1,1,0,0,1,2,2,1,2,2,1,0,1,0.841878208,23.87441,6631660.793
1,1,1,0,2,2,2,4,1,1,3,0,1,2,2,2,3,0,1,0,0,2,0.842315516,25.43968,6272136.678
1,1,4,1,2,4,4,3,0,2,3,0,0,0,1,2,0,1,2,1,2,1,0.843630935,29.2246,6463325.052
1,1,1,0,1,4,4,4,0,2,2,1,0,2,1,0,1,1,0,1,1,0,0.843927349,25.75132,6326680.312
1,1,1,0,2,3,1,4,0,2,3,1,1,1,0,1,0,1,0,2,1,1,0.844070453,24.372523,6522629.247
1,1,3,2,2,3,1,4,1,3,1,0,1,2,0,0,0,2,1,0,0,0,0.844582373,27.133,6691750.555
1,1,3,1,0,2,2,4,0,2,3,1,1,1,0,0,0,0,2,1,0,2,0.844639401,20.844052,5943483.544
1,1,1,0,3,4,4,2,0,2,3,1,1,2,2,1,1,1,1,1,2,2,0.845701076,29.38661,6510950.814
1,1,3,0,2,2,2,2,0,2,2,0,1,0,2,1,0,0,0,2,0,1,0.845961758,24.41266,6044453.224
1,1,4,1,3,3,2,4,1,1,1,0,0,0,2,1,3,2,0,1,1,2,0.846701404,37.8792,6871380.593
1,1,1,1,1,4,4,2,1,3,1,1,0,0,2,1,2,0,0,0,1,0,0.848688644,35.55255,6544661.21
1,1,5,1,1,3,3,3,0,3,3,0,1,2,2,0,1,0,2,0,2,1,0.849743101,25.174301,6329593.463
1,1,5,2,2,3,0,2,1,3,2,1,1,1,0,2,1,2,2,1,0,2,0.849805283,25.180452,6807054.559
1,1,2,0,0,4,4,4,0,4,1,1,1,1,1,1,2,1,1,1,1,2,0.850928901,24.494895,6423481.29
1,1,5,2,2,3,2,2,0,3,3,0,0,0,2,2,0,2,1,2,2,2,0.851111375,28.1157,6677286.876
1,1,4,2,0,3,0,1,1,3,2,1,1,1,1,2,3,0,2,2,2,1,0.853161516,27.0902,6741199.686
1,1,1,1,2,2,2,3,0,2,2,0,0,2,0,0,0,1,1,2,1,1,0.853171157,22.596383,6197293.064
1,1,5,1,3,3,0,2,1,3,3,1,1,1,0,3,1,0,2,1,0,2,0.853813357,28.74542,6721573.643
1,1,4,2,2,4,4,4,0,3,1,1,1,1,1,0,3,1,1,1,1,1,0.854374414,28.63139,6459606.298
0,1,1,1,2,4,4,3,1,3,2,0,1,1,1,1,0,0,1,1,1,0,0.855150036,20.392789,6457284.628
1,1,4,2,3,4,4,1,1,3,2,1,1,1,1,1,0,1,2,0,2,2,0.856540519,29.56511,6759895.67
1,1,5,2,3,2,2,2,1,1,2,0,1,2,0,3,0,2,0,0,1,1,0.856570032,31.55969,6516810.16
1,1,5,2,2,2,2,3,1,1,2,1,0,0,2,2,1,0,1,0,2,1,0.857261894,25.41217,6298642.939
1,1,2,1,0,4,4,1,1,1,3,0,0,1,1,1,0,2,2,2,0,1,0.859043061,26.91374,6810589.091
1,1,1,0,0,4,4,4,0,3,1,0,0,0,2,3,1,1,1,2,1,0,0.859871093,26.81454,6526879.926
1,1,1,2,3,4,4,4,0,2,1,0,0,1,0,0,3,0,2,2,2,2,0.861281497,27.032362,6632222.481
1,1,1,1,0,3,0,1,1,2,3,0,1,0,1,3,3,1,0,2,1,0,0.861467518,24.1717,6664766.698
1,1,4,2,2,4,4,1,0,4,1,0,1,1,1,0,3,1,2,2,2,1,0.861966758,25.385472,6552360.164
1,1,1,2,0,2,2,3,1,1,3,0,0,2,1,2,1,2,0,0,0,0,0.862008068,23.09354,6286396.494
1,1,1,0,2,4,4,4,0,3,2,0,1,0,0,1,1,0,0,0,0,1,0.863087993,27.46533,6353051.804
1,1,4,0,0,2,2,1,1,2,3,1,1,0,1,2,3,1,2,0,1,1,0.863559614,21.54294,6150030.898
1,1,0,2,2,3,3,4,0,2,1,0,1,0,1,2,0,2,0,1,2,2,0.863693282,28.55707,6547019.211
1,1,1,2,3,4,4,4,0,1,2,0,1,0,2,2,2,2,2,1,2,0,0.86402777,29.70816,6749696.714
1,1,1,2,3,4,4,2,0,4,2,1,0,2,1,2,1,1,2,1,0,0,0.866125254,29.08165,6539866.594
0,1,4,0,0,3,2,4,1,3,3,1,1,2,1,3,0,0,1,2,2,2,0.867719552,20.34032,6659652.961
1,1,1,1,2,2,2,2,0,2,1,1,1,2,0,2,2,0,1,2,2,2,0.868115741,22.359487,6144383.656
1,1,3,2,1,4,4,3,0,1,3,0,0,2,0,1,2,1,2,2,1,0,0.868616881,25.55776,6443912.159
1,1,0,2,3,3,0,2,1,2,2,0,1,0,2,3,3,0,2,1,2,1,0.868641443,29.24736,6733995.8
1,1,0,2,2,3,0,3,1,3,3,1,0,0,1,2,1,0,0,2,2,1,0.869692739,30.15437,7006213.557
0,1,4,2,2,4,4,4,1,2,3,0,0,0,0,1,2,2,0,2,2,1,0.869816103,23.10624,7036068.318
0,1,1,1,3,4,4,4,1,1,3,0,1,2,0,2,0,1,1,2,0,2,0.870215598,22.057219,6888365.878
0,1,4,0,0,4,4,2,1,3,2,0,1,2,0,1,0,0,0,1,1,2,0.870457277,18.708309,6263376.018
1,1,2,2,2,3,3,1,1,1,2,1,0,0,1,0,2,1,2,1,2,0,0.870585506,22.706254,6528492.47
0,1,1,0,2,2,2,3,1,2,3,1,1,1,2,2,0,1,1,2,2,1,0.871007702,22.77982,6488801.023
1,1,2,1,2,2,2,3,0,1,2,1,1,2,1,1,3,1,1,1,0,0,0.871653558,23.06473,5960269.001
1,1,4,2,2,3,1,3,0,3,3,0,0,2,1,2,0,2,1,1,1,2,0.871831691,24.98621,6498427.371
1,1,1,0,0,4,4,2,0,2,3,0,0,1,2,2,3,1,1,1,1,0,0.873194371,22.86926,6269118.083
1,1,5,0,2,3,0,3,1,3,1,0,0,1,0,1,2,1,0,1,2,1,0.873724136,27.45515,6655732.288
1,1,1,2,0,2,2,1,0,2,3,1,1,2,2,0,3,1,2,2,2,1,0.873888009,21.449276,6115339.573
0,1,2,2,2,2,2,3,1,2,3,0,1,0,1,0,3,2,2,1,2,0,0.875115364,22.59178,6365182.616
0,1,1,1,1,2,2,3,1,2,2,0,1,1,0,2,2,1,0,1,1,1,0.87529756,17.462124,6053311.016
1,1,4,1,0,3,1,1,0,3,3,1,1,1,0,0,1,0,1,2,2,1,0.875343219,25.76262,6287578.882
1,1,5,0,2,4,4,1,0,2,1,0,1,0,0,2,3,0,2,2,2,0,0.876137608,27.24447,6337266.216
1,1,2,2,2,4,4,2,0,1,2,1,0,2,2,1,3,2,1,2,1,2,0.877218115,25.78063,6552584.534
1,1,4,0,0,3,1,1,0,3,1,0,1,1,2,2,0,2,0,2,0,0,0.877976386,22.289425,6230401.097
1,1,2,0,0,2,2,2,1,1,2,1,0,1,0,3,1,1,2,0,0,1,0.87838549,20.132743,6085761.648
1,1,2,0,3,3,1,2,0,1,2,1,1,0,1,3,2,1,1,2,1,1,0.878694288,26.64326,6321778.831
0,1,0,0,3,3,3,2,1,3,2,0,1,0,2,1,1,1,2,1,2,2,0.879090816,22.96682,6483837.03
1,1,3,1,0,3,0,4,1,3,1,0,0,1,2,0,2,2,1,1,2,0,0.879575042,26.58477,6772423.894
0,1,1,2,2,3,1,4,1,3,3,0,1,1,1,2,3,2,2,2,0,2,0.879606489,20.740407,6845899.262
0,1,1,1,0,2,2,2,1,2,2,0,1,2,0,2,2,1,1,1,0,1,0.880349889,18.73004,5869482.233
1,1,2,2,2,4,4,2,0,4,1,1,0,0,1,1,0,2,0,1,2,1,0.880514033,35.04001,6802908.963
1,0,3,0,1,2,2,2,1,2,3,1,1,0,0,3,1,0,0,2,0,0,0.880531782,20.132234,6223267.098
1,1,5,0,2,4,4,1,0,4,3,1,1,0,2,0,3,2,0,1,0,1,0.880603977,25.951094,6513101.822
0,1,4,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,0.880883001,18.922268,6285332.829
1,1,1,2,0,4,4,4,0,1,3,0,1,1,1,3,2,0,2,0,1,0,0.881445195,32.18375,6410835.84
0,1,2,2,1,2,2,2,1,2,3,0,1,0,1,0,0,1,2,1,2,2,0.881502739,17.830509,6106994.17
1,1,1,2,2,1,2,4,1,1,3,0,1,2,0,2,0,1,0,2,1,1,0.881615627,24.29537,6629704.114
1,1,3,1,1,4,4,3,0,2,2,0,0,2,0,0,3,0,0,0,2,2,0.882856438,26.92479,6241714.505
1,1,4,2,0,1,2,3,1,1,2,1,1,0,2,1,1,2,1,2,0,2,0.88332076,22.96814,6477683.67
1,1,1,1,3,3,3,4,1,1,1,0,0,2,0,0,1,1,2,0,2,0,0.883628084,24.867771,6569302.06
1,1,2,0,0,4,4,1,0,2,2,1,1,2,1,3,1,1,2,1,0,0,0.884064517,21.864643,6177804.817
1,1,2,1,1,4,4,1,0,3,3,0,1,2,2,3,3,2,0,2,0,0,0.884420484,24.743702,6590617.642
1,1,3,0,0,2,2,4,0,2,2,1,1,0,1,2,1,2,0,0,0,1,0.884685153,21.723428,6050511.205
1,1,1,1,0,1,2,4,1,1,2,1,1,0,0,1,0,2,1,1,1,1,0.88491863,21.329087,6312654.52
1,1,2,0,3,4,4,1,1,3,1,0,0,0,2,1,1,2,2,0,0,1,0.885323937,28.3729,6580237.681
1,0,5,0,1,3,3,4,1,3,1,1,1,0,0,0,1,2,1,1,1,0,0.885346492,20.25724,6381444.545
0,1,1,0,3,4,4,2,1,2,3,0,0,2,2,2,3,0,2,2,1,2,0.885630154,25.32824,6657319.087
