BranchPredictor,fetchWidth,numFetchBufferEntries,numRasEntries,maxBrCount,decodeWidth,numRobEntries,numIntPhysRegisters,memIssueWidth,memIssueWidth,numLdqEntries,enablePrefetching,enableSFBOpt,numRXQEntries,numRCQEntries,nL2TLBEntries,nL2TLBWays,nICacheWays,nICacheTLBWays,nDCacheWays,nDCacheMSHRs,nDCacheTLBWays,CPI,Power,Area
2,0,5,1,1,2,2,4,0,0,0,0,1,0,2,2,2,2,1,1,1,1,1.33332203,14.69034,5414742.591
1,1,1,0,1,4,4,2,1,1,3,1,0,2,1,1,2,1,2,1,1,0,0.8182148,22.616607,6638953.208
1,1,1,1,1,4,4,4,0,3,0,0,1,2,2,3,0,2,1,2,2,2,0.940223126,26.37473,6762714.581
0,0,3,1,0,1,2,2,0,1,1,0,0,1,2,2,1,1,0,2,0,1,1.087459855,12.525859,5202700.325
1,1,4,0,3,1,1,3,0,1,1,1,1,2,0,3,2,2,2,2,0,2,0.930891786,20.540373,6158991.359
1,1,2,0,0,2,2,2,0,2,3,1,0,2,2,3,3,2,2,1,1,0,0.86352389,23.6278,6168378.613
1,1,0,1,0,1,0,3,1,0,1,1,1,2,1,3,1,1,0,2,1,2,1.064716749,20.41864,6329454.383
2,1,1,0,1,2,2,2,0,2,1,1,0,1,0,3,3,1,2,2,1,2,1.081437358,22.5776,5868604.221
1,0,0,2,3,2,2,0,1,2,0,0,0,0,0,3,3,2,1,0,0,0,1.154205362,16.46914,5748304.173
0,0,3,0,2,2,2,1,0,0,3,1,0,2,0,2,2,0,0,1,2,2,1.175089845,14.57776,5291397.138
0,0,2,1,1,1,4,4,1,1,0,1,1,2,1,2,1,0,2,0,1,0,1.198313468,17.0226,5475766.419
2,0,5,0,3,1,3,3,0,1,3,1,1,2,1,1,1,0,2,1,1,1,1.201630547,16.52955,5367733.459
1,1,3,1,2,3,0,4,0,2,3,1,1,1,2,1,0,2,2,2,1,0,0.904894333,35.19669,6717361.339
0,1,3,2,0,3,2,3,0,3,2,1,1,1,2,3,0,2,2,1,0,0,0.932472107,18.46403,6058710.031
1,1,1,1,1,4,4,2,0,4,0,0,0,1,0,2,3,2,0,0,0,1,1.017235329,23.650583,6342809.652
0,1,5,2,2,4,4,0,0,1,0,1,0,0,2,1,1,2,1,2,1,0,1.218102109,16.81362,5896475.348
0,1,3,0,0,3,1,4,0,3,3,0,1,2,2,0,0,0,1,1,2,1,0.938812401,19.77476,5922025.532
0,1,5,1,0,4,4,2,1,4,1,1,0,2,2,2,2,0,0,1,1,2,0.903728055,18.782758,6290099.548
0,1,4,2,2,1,4,2,1,1,0,0,0,1,2,1,1,0,0,0,2,1,1.119785154,16.640265,5742853.89
0,1,5,0,1,2,2,1,1,2,1,0,1,0,0,2,2,0,2,2,2,2,0.909527836,17.867684,6149240.029
0,1,4,2,1,3,2,3,0,1,2,0,0,2,0,1,1,0,1,0,1,0,0.989305391,16.26491,5600352.12
0,1,1,1,0,3,2,1,1,0,1,1,1,0,0,1,1,2,0,1,0,1,1.085392405,16.78486,5888742.962
0,1,2,1,1,3,3,0,0,3,3,0,1,2,2,0,3,2,2,2,2,2,1.103364897,18.62838,6093918.115
2,0,3,2,0,1,4,0,1,1,0,1,0,0,1,1,2,1,1,0,1,0,1.362286365,15.38555,5241284.957
1,0,4,2,3,2,2,0,1,2,3,1,1,1,1,3,2,2,0,1,1,1,1.037912998,18.682874,6096268.782
1,1,1,0,0,4,4,0,1,2,2,0,1,1,0,1,1,0,2,2,2,0,1.054209672,23.03012,6689594.44
0,1,5,0,1,4,4,0,1,4,1,1,0,0,1,0,1,1,2,1,0,1,1.127886345,19.97777,6067188.439
0,0,3,0,0,3,3,2,0,0,2,1,1,1,2,2,0,1,2,2,2,1,1.138268612,14.612652,5588131.479
0,1,1,2,0,3,2,1,1,0,0,1,1,0,0,1,2,1,1,0,1,1,1.182038039,15.80029,5604166.186
1,0,0,1,1,3,1,4,1,0,3,1,1,1,1,1,1,0,1,1,2,0,1.123553459,20.59069,6124421.198
2,0,3,2,1,0,4,3,1,0,0,0,1,1,2,3,1,1,2,0,0,1,1.534576827,13.56619,5244563.551
1,1,5,1,0,4,4,3,0,1,2,0,1,2,1,1,3,1,2,2,0,0,0.858993476,22.42837,6272549.871
0,1,0,0,2,0,2,1,1,0,3,0,1,2,1,3,3,2,0,1,2,0,1.360884587,16.50795,5878992.762
1,0,4,1,3,3,3,2,1,1,3,0,1,2,1,3,0,2,1,0,1,0,1.037951553,20.275506,6331645.012
0,1,1,0,2,1,4,3,0,1,1,0,0,0,0,1,2,2,0,0,0,0,1.043811287,16.82382,5556417.926
2,1,1,0,0,4,4,3,0,3,1,0,0,1,2,3,3,1,1,2,0,2,1.071277474,18.874576,6105809.25
0,1,5,1,3,2,2,3,0,0,3,0,0,0,2,2,2,0,0,1,1,2,1.103302577,16.84891,5602896.958
0,0,4,1,2,2,2,3,1,2,2,0,1,1,2,0,0,1,1,2,1,2,1.006681866,17.12946,6110345.206
1,1,1,1,0,4,4,4,0,0,2,0,0,0,2,0,1,1,1,1,1,1,1.049953733,22.01029,6115736.491
2,0,2,2,3,0,4,0,1,0,2,1,0,2,2,2,1,1,1,0,0,0,1.516112443,13.217154,5209432.429
1,0,1,2,1,1,0,2,0,1,1,1,0,0,0,3,2,2,1,1,2,2,1.02337066,15.242998,5532909.753
1,0,5,1,2,0,1,0,1,0,0,1,0,1,2,0,3,1,0,2,1,0,1.357715117,14.365993,5587246.757
1,1,5,2,3,3,0,3,1,3,1,0,1,0,0,0,1,1,1,0,2,1,0.897963969,28.77871,6651817.022
1,0,5,1,2,2,2,1,1,1,3,1,1,1,1,3,1,2,0,0,1,0,0.991780622,18.54532,5938400.622
0,1,3,2,0,0,2,1,0,0,0,0,0,0,1,3,1,1,1,2,1,0,1.392539343,12.32387,5284368.988
0,1,3,0,1,4,4,3,0,4,0,1,1,2,2,2,0,2,0,0,0,0,1.07815659,25.91956,6163913.955
1,0,4,2,3,2,2,4,0,0,1,0,1,0,2,0,2,0,2,2,1,2,1.072391616,16.985282,5683507.767
1,1,2,0,3,1,2,1,1,1,2,0,1,1,0,1,2,1,1,2,2,2,0.892196612,23.84282,6530092.78
1,0,5,2,2,2,2,0,0,2,1,1,1,1,1,0,0,1,1,2,0,0,1.052000671,16.223072,5525628.507
0,1,4,0,2,4,4,0,1,4,2,0,0,2,1,0,2,2,1,2,1,0,1.121080623,22.32623,6587636.142
1,1,5,2,3,0,2,0,1,0,0,1,0,0,0,0,2,2,2,0,2,1,1.374709235,18.480569,5869208.858
0,1,3,1,0,1,2,0,1,1,3,1,0,2,2,3,2,0,0,1,1,2,1.093901558,13.833382,5643527.706
0,0,2,2,2,0,2,3,0,0,0,1,1,1,1,2,2,2,2,2,1,2,1.394686536,14.77148,5324585.604
2,1,1,0,3,4,4,3,1,3,3,0,0,2,0,0,2,1,0,2,2,2,0.993254685,26.73172,6976964.164
1,0,5,2,3,1,1,4,0,1,0,1,1,2,0,0,3,0,1,0,1,2,1.128262769,16.94467,5396265.256
2,0,2,1,0,0,1,4,1,0,1,0,1,1,1,0,0,1,1,1,1,2,1.456135087,11.75872,5353256.228
0,0,2,1,3,1,0,3,1,1,0,1,0,1,2,2,1,2,2,2,0,1,1.147527533,15.84797,5868960.365
1,0,5,1,3,0,2,2,0,0,3,1,0,1,0,3,3,2,2,0,2,1,1.387956022,16.379844,5476812.549
0,0,4,1,2,1,1,2,1,1,0,0,0,2,2,0,0,2,0,2,0,0,1.157189711,14.01905,5801880.892
0,0,1,2,0,3,0,0,0,3,1,0,1,0,0,2,0,2,0,0,0,1,1.267759225,15.44925,5362988.809
1,1,4,2,3,3,2,1,1,3,1,0,1,2,2,1,0,0,1,1,1,2,0.820261997,26.518714,6497374.194
0,1,4,0,0,4,4,2,0,2,0,1,0,2,0,0,3,2,0,2,2,2,1.050459393,18.34546,6028632.262
0,1,3,0,2,4,4,2,0,0,0,0,0,0,2,1,3,1,0,0,0,2,1.224252564,15.290855,5660691.619
1,1,5,1,3,0,2,0,0,0,3,0,1,0,0,0,0,1,2,1,2,1,1.337833236,18.690073,5725328.367
0,1,4,0,0,0,3,3,1,0,2,1,0,0,1,1,3,1,1,0,1,1,1.378724343,14.46181,5477172.335
1,1,5,1,1,4,4,2,1,3,3,1,0,2,2,2,0,0,1,1,2,2,0.783381485,25.990244,6855806.878
1,1,1,2,2,2,2,2,0,2,2,0,1,1,2,1,2,1,0,2,1,2,0.837173328,24.2413,6209335.828
1,0,1,0,2,2,2,1,0,0,3,1,0,1,1,1,3,2,0,0,1,1,1.157043808,15.475393,5505163.259
0,0,3,2,0,2,2,1,1,1,2,1,0,1,1,2,1,0,0,0,1,2,1.122874742,13.599378,5356784.361
1,0,2,2,1,2,2,3,0,0,0,0,1,2,0,3,1,0,1,1,0,1,1.176089503,15.268792,5333742.273
0,1,3,1,0,3,0,0,0,1,3,1,1,1,2,1,1,0,2,0,0,0,1.191941747,13.832856,5389607.972
2,0,1,1,3,3,0,4,1,0,2,1,0,0,0,1,2,0,2,0,2,0,1.329747664,24.58342,5954629.32
1,0,0,0,3,0,1,1,1,0,3,0,1,0,1,1,1,1,0,1,2,1,1.342076369,21.13419,5717322.201
1,1,1,2,2,2,2,1,1,1,2,1,1,0,2,3,0,1,1,1,2,2,0.858488967,30.0224,6483704.911
1,1,1,2,3,4,4,0,0,3,1,1,1,2,2,1,1,1,0,1,2,0,1.109827146,24.93777,6308364.155
0,1,3,1,1,3,0,1,0,0,1,1,0,2,2,0,1,2,2,1,0,0,1.153030931,13.805586,5600795.486
2,0,2,2,3,2,2,3,1,2,3,1,1,2,2,3,2,2,0,0,2,0,1.205429326,20.53503,6104567.123
0,1,1,0,3,4,4,0,1,0,2,1,1,2,0,3,1,1,0,2,0,0,1.230707106,17.42179,6389055.184
0,0,2,2,2,0,2,0,0,0,0,1,1,0,0,2,1,2,1,0,1,2,1.460442465,10.431293,4944762.665
0,1,5,1,1,4,4,4,0,2,2,1,0,1,1,3,2,2,1,0,2,1,0.961687579,19.72965,6169757.85
2,0,3,1,1,1,3,3,0,1,2,1,0,1,2,1,0,1,0,0,2,1,1.25744073,14.80545,5282504.177
2,1,0,2,1,1,1,4,1,1,2,1,1,0,0,0,2,0,0,1,2,2,1.070771102,18.13228,5912457.962
0,1,1,2,2,0,2,0,0,0,2,1,0,2,1,1,1,0,2,1,1,2,1.378802494,13.657652,5132082.17
0,1,2,2,2,4,4,0,0,3,1,0,1,1,0,2,0,0,2,0,2,0,1.193549524,18.25104,5769641.571
0,1,5,2,2,0,1,3,0,0,1,0,0,0,1,0,2,1,1,2,1,1,1.372281729,12.838478,5389497.808
2,1,0,0,2,0,4,0,0,0,3,0,0,1,2,1,2,2,1,1,0,1,1.431770169,14.004349,5402183.157
1,1,4,2,2,4,4,0,0,4,1,0,0,2,2,1,2,1,1,2,1,0,1.11132053,25.16605,6355690.861
0,0,2,0,3,0,0,3,1,0,1,1,0,2,0,0,3,0,1,0,2,0,1.432932586,13.7373,5227419.785
2,0,3,0,2,0,1,2,1,0,1,0,0,1,1,1,3,2,1,0,2,1,1.496629982,13.470298,5369769.793
0,0,3,0,2,0,1,2,0,0,2,0,0,1,1,1,0,1,0,1,2,2,1.397573333,14.84696,5112759.393
1,0,1,0,2,2,2,2,1,2,2,0,1,0,1,2,2,2,2,1,1,0,0.895375909,19.88134,6106343.491
1,1,3,1,0,4,4,1,0,1,2,1,0,2,2,1,1,2,0,1,2,0,0.925106229,21.49503,6217976.994
1,1,5,2,0,2,2,0,1,2,3,0,0,0,0,1,0,2,2,1,1,0,1.016833009,20.956382,6292944.119
0,1,3,0,0,1,1,4,1,1,2,0,0,1,0,3,1,0,1,0,0,1,1.005638711,15.51448,5645070.902
1,1,4,1,3,3,3,1,1,0,3,1,1,0,2,2,2,0,0,0,2,2,1.043881013,22.028623,6368424.7
0,0,1,2,1,3,0,0,1,3,3,0,0,0,0,1,2,0,0,2,0,1,1.165665236,17.71895,5967781.59
0,1,1,2,0,2,2,2,1,0,0,1,1,0,1,0,3,2,2,2,2,0,1.145589929,16.54232,6194854.103
0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,1,2,1,2,1,2,1,1.174576451,14.07421,5382796.437
2,1,1,0,1,2,2,1,0,0,0,1,1,2,2,2,1,2,1,2,1,2,1.270638994,14.668009,5689354.993
1,1,4,2,3,2,2,3,0,2,3,1,0,0,1,3,0,1,2,2,1,1,0.850072009,30.27817,6454517.344
1,1,3,1,1,3,3,2,1,0,0,0,1,0,2,3,1,0,2,1,0,0,1.101095386,19.482725,6264214.454
0,1,2,1,3,3,0,2,0,0,1,0,1,0,1,0,1,1,2,2,1,1,1.138418347,16.86931,5800061.734
1,1,5,1,2,4,4,0,0,1,0,0,0,1,0,2,2,2,1,0,1,2,1.203392654,20.732162,6099436.666
0,1,1,1,0,2,2,4,1,2,1,1,1,1,2,0,0,2,1,2,1,0,0.896634059,17.226939,6406964.056
1,0,5,0,0,1,0,1,0,1,1,1,1,0,1,1,0,2,0,0,0,2,1.069322519,14.61284,5261665.676
0,1,4,2,1,2,2,4,0,2,2,0,0,1,0,0,2,2,1,2,0,1,0.941094573,16.31502,5885744.816
1,1,2,1,0,4,4,4,1,0,1,0,1,0,0,2,3,0,1,2,2,1,1.013214966,25.06216,6834290.885
2,1,1,0,2,1,2,2,0,1,3,0,1,2,2,0,1,0,0,1,2,0,1.09740198,17.53958,5533872.344
2,0,1,1,3,1,4,2,0,1,0,0,0,0,0,1,2,0,1,1,2,2,1.295503423,15.6492,5259546.608
1,1,0,1,3,3,2,2,0,3,0,1,1,1,1,0,1,1,0,1,0,2,0.967395926,24.417899,6184675.911
2,0,0,0,3,1,0,4,0,0,0,0,0,1,0,0,2,0,2,2,0,1,1.343709827,12.628054,5176322.756
2,0,0,0,2,3,0,4,1,1,2,0,1,2,0,0,3,2,1,0,0,0,1.372062534,18.61172,5959267.697
1,1,1,0,0,4,4,4,0,1,1,1,0,2,2,2,0,1,2,2,0,2,0.892046127,23.00896,6298268.384
1,0,2,0,3,2,2,2,1,1,0,0,0,0,1,0,3,2,0,1,1,2,1.032676969,23.81897,6032128.208
1,0,2,1,3,3,2,1,1,2,2,1,0,0,2,0,2,2,2,1,2,1,0.91851616,21.052437,6285176.023
1,1,1,2,3,1,3,3,0,1,2,0,0,2,0,1,2,0,0,1,1,2,0.93316713,21.0862,5883331.72
1,0,5,2,0,2,2,0,1,1,2,1,0,2,2,2,3,2,0,2,2,0,1.065762116,18.11695,6139901.055
0,0,1,1,1,1,3,4,0,1,1,1,0,0,2,1,3,2,2,2,2,2,1.087705952,14.322779,5593144.753
1,0,4,2,0,0,4,1,1,0,1,1,1,2,0,3,1,2,0,2,1,1,1.327078758,16.28933,5876062.498
1,1,0,1,2,3,2,3,1,3,3,1,0,1,0,2,1,2,0,1,0,1,0.789286879,28.40816,6873408.753
0,1,5,0,1,1,3,2,0,1,1,0,0,2,2,3,0,1,0,2,2,1,0.99886821,18.33276,5730801.744
2,0,5,0,3,1,3,4,0,0,3,1,0,2,2,3,0,2,2,0,0,1,1.315467983,14.999812,5480471.804
1,1,4,1,0,1,0,1,1,1,0,1,1,2,0,1,1,0,1,0,1,1,1.050999201,17.906312,5680869.288
0,1,3,0,3,2,2,2,1,1,3,0,0,2,0,0,3,0,1,1,0,0,0.9175809,18.34782,5948992.882
0,1,5,0,1,4,4,4,0,1,3,0,1,0,0,2,0,2,1,0,1,2,0.949985782,17.97614,6077709.822
1,0,1,1,1,2,2,3,1,1,0,1,1,2,1,1,2,0,2,0,1,0,1.071937356,17.420798,5609068.06
0,1,5,2,3,4,4,2,1,4,3,1,0,1,2,0,1,2,0,1,2,2,0.889338838,22.935663,6869394.604
1,1,3,0,2,4,4,2,0,4,0,1,1,2,2,2,2,1,1,1,0,0,0.947592864,24.619235,6356149.426
0,0,2,2,1,2,2,0,1,0,3,0,0,2,1,2,2,0,1,1,0,1,1.237374719,12.815708,5476952.854
1,1,2,2,2,2,2,3,0,1,2,1,0,1,2,3,1,1,0,2,1,1,0.887526451,27.99861,6273516.522
0,1,3,0,2,3,2,3,0,3,1,1,1,0,0,1,3,0,1,0,1,1,0.97416431,18.88553,5809673.648
0,1,5,1,1,1,1,4,1,1,0,1,1,0,0,1,2,2,2,2,0,2,1.044420592,16.44982,6167688.814
1,0,2,1,2,0,1,4,0,0,0,0,0,1,0,1,1,2,1,2,1,0,1.361139437,14.18366,5438743.248
0,0,0,1,2,0,3,3,0,0,2,0,0,0,1,1,1,2,2,0,1,2,1.433657928,13.008797,5209564.518
1,1,5,2,1,4,4,3,0,0,1,1,0,0,2,1,0,1,0,1,1,0,1.065076402,20.99813,6105264.767
1,1,3,2,3,1,1,1,0,1,2,1,0,0,1,2,0,1,0,2,0,2,0.934226136,20.77008,5903389.713
0,1,4,1,0,4,4,1,0,3,0,1,0,2,0,2,1,1,2,2,2,2,1.041949243,16.84992,5910944.62
0,0,0,1,0,1,1,4,1,1,3,1,0,2,0,0,2,2,1,1,2,1,1.080398932,15.67489,5821937.588
0,0,3,1,3,1,3,3,0,1,1,1,0,2,2,2,1,2,2,2,2,2,1.086216742,16.75048,5673847.774
0,0,4,0,0,1,2,3,0,1,2,0,0,0,1,0,3,1,2,1,1,2,1.101660285,12.707372,5244502.259
1,1,0,2,2,3,1,3,1,3,3,0,1,1,0,2,1,0,2,1,2,1,0.784944942,26.144149,6752185.283
2,0,2,2,0,2,2,1,0,2,0,0,0,1,0,1,0,0,1,2,0,2,1.250400157,13.710202,5241222.208
2,0,3,1,0,1,0,3,1,1,3,1,0,1,0,3,1,0,0,0,1,2,1.253974433,13.232967,5435336.12
0,0,5,2,2,1,3,4,1,1,2,0,1,1,1,3,1,1,0,1,1,0,1.036019042,16.72169,5768369.108
2,1,0,0,1,3,0,0,0,3,0,1,1,2,1,0,1,1,1,2,2,0,1.224014728,19.248337,5800254.307
2,0,1,2,1,0,1,0,1,0,2,0,1,1,0,0,1,1,1,2,1,2,1.455466351,11.815712,5493455.45
0,0,1,0,0,1,4,1,0,1,1,1,0,0,0,3,0,2,0,1,0,1,1.108651719,12.341018,5197359.802
1,0,0,0,2,2,2,3,1,1,0,1,1,0,1,1,2,2,2,0,0,2,1.084588157,18.70875,5880720.464
0,0,5,0,2,1,2,1,0,1,1,0,0,0,1,1,1,1,2,2,1,1,1.089837888,12.117513,5260426.075
0,0,2,1,0,3,3,0,1,2,3,1,0,0,1,2,0,0,0,1,2,1,1.182536505,16.84731,5746569.53
0,1,3,1,2,3,1,2,1,3,2,1,0,0,0,2,3,0,1,0,0,0,0.960050784,21.20049,6022896.696
1,1,2,0,3,1,1,0,1,1,3,0,1,2,2,3,0,0,1,0,2,2,1.054862274,23.1412,6053425.968
0,1,2,2,1,3,2,0,1,2,0,0,1,0,2,0,3,1,0,0,2,2,1.130299565,17.85715,5781884.536
2,0,3,0,0,2,2,4,1,1,1,0,0,0,1,0,0,1,0,1,2,2,1.157077508,16.30039,5728578.105
2,0,1,0,3,3,1,2,1,0,0,0,1,2,1,2,0,0,2,0,0,1,1.353533539,17.26754,5574021.383
0,1,1,0,0,2,2,3,0,0,1,0,1,1,1,3,3,1,1,1,2,2,1.1069743,13.697636,5541813.481
2,0,1,0,2,2,2,3,0,1,0,1,1,0,2,2,2,0,2,2,1,0,1.262346866,15.564393,5427233.194
1,1,0,2,1,0,1,0,1,0,2,0,1,0,1,1,1,1,0,2,0,1,1.33025125,18.86579,6024141.579
1,0,4,0,3,1,3,4,1,1,3,1,0,1,0,3,3,1,1,1,0,0,0.989091123,19.82227,6025136.543
0,1,2,2,2,1,0,3,0,1,0,0,0,2,1,3,1,1,1,0,2,1,1.14731601,13.523244,5426135.734
1,1,0,2,0,1,0,2,1,1,0,1,1,0,2,3,0,0,1,0,0,0,1.056630983,19.870724,5787054.981
1,1,3,2,1,4,4,1,0,0,2,0,1,2,0,1,0,1,0,0,1,2,1.088865532,19.481372,5968541.403
1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,2,2,1,0,1,1,1.278233954,13.182979,5106211.579
1,1,3,2,0,2,2,3,1,2,2,1,0,0,1,0,2,0,0,0,1,1,0.838867555,21.772067,6103168.086
0,1,5,0,0,2,2,1,1,2,0,1,0,2,1,2,1,2,2,2,1,0,1.026975869,15.771674,6124564.51
2,0,1,2,2,2,2,1,1,2,1,0,1,0,1,2,3,0,0,2,1,1,1.155744231,17.46874,5929931.947
2,0,0,0,2,3,2,0,0,1,2,1,1,0,0,3,3,2,1,1,0,0,1.356014597,17.38352,5594010.241
0,0,3,0,3,3,1,1,1,3,3,0,0,0,0,2,2,0,1,2,0,1,1.036360334,18.92499,6179306.247
0,1,3,0,2,3,3,0,0,1,1,0,1,1,1,3,2,2,0,2,1,1,1.141994735,15.923929,5954328.075
1,1,5,2,1,0,3,2,1,0,3,0,1,1,0,1,2,1,0,2,2,1,1.322219678,21.90365,6374970.148
0,0,5,0,0,0,4,1,0,0,2,0,0,1,2,2,2,1,1,2,1,2,1.385843738,11.165287,5105230.473
1,1,1,0,2,2,2,4,1,1,1,1,0,1,2,1,1,1,2,0,2,2,0.888544084,22.049148,6343382.293
1,1,1,0,0,1,0,4,1,1,2,0,1,1,0,2,3,0,2,2,0,1,0.9220073,20.281445,6363995.981
1,0,2,1,0,2,2,3,1,2,0,0,1,1,1,1,2,0,1,0,0,1,1.057202167,15.278127,5607530.204
1,0,0,1,3,1,2,2,0,1,0,1,1,2,1,3,2,0,2,1,0,0,1.103783119,16.529093,5348522.738
0,1,3,2,2,2,2,3,0,2,2,1,1,0,1,3,3,1,0,2,1,0,0.920578562,19.04036,5899862.951
1,1,3,2,3,2,2,1,0,2,3,1,1,2,0,1,3,1,2,0,0,0,0.927460327,24.45716,5975916.279
1,0,4,0,1,3,0,2,0,1,3,1,0,0,1,0,2,0,1,2,2,1,1.176624938,17.427215,5784704.223
0,0,1,1,2,2,2,0,0,1,3,1,0,0,2,1,1,2,1,0,2,2,1.271697694,15.274273,5453218.716
1,0,1,0,1,2,2,4,1,2,1,0,1,1,0,1,1,1,2,0,2,0,0.957313593,20.12262,5947011.536
2,0,0,0,1,0,2,1,0,0,3,0,1,1,2,0,3,0,1,2,2,0,1.45503524,12.628467,5138525.746
1,1,2,2,3,2,2,2,0,1,2,1,1,0,1,0,2,2,0,2,0,1,0.871470163,23.14536,6251193.778
1,0,1,0,3,3,2,4,1,1,2,1,1,0,1,2,2,0,2,1,2,2,0.894870449,22.87195,6341508.084
1,0,1,2,1,1,0,3,0,1,1,1,1,1,0,2,1,1,0,0,1,0,1.055333559,13.654338,5275238.754
2,1,1,0,1,2,2,1,0,2,2,0,0,0,0,3,1,0,2,0,2,0,1.124521669,17.168834,5626537.454
1,1,4,1,3,4,4,3,1,4,2,0,1,1,1,1,3,2,1,1,0,0,0.748343455,30.071988,7173781.881
1,0,1,0,2,3,2,3,1,2,1,1,1,0,0,3,1,2,1,0,0,0,0.957324816,20.57565,6143195.515
2,1,0,1,3,3,1,0,1,3,1,0,0,0,2,3,3,1,0,0,1,0,1.237098631,21.639067,6057150.297
2,0,1,0,1,2,2,0,0,2,1,0,1,1,0,2,2,0,2,1,1,1,1.2878048,14.487294,5183514.443
0,0,2,1,2,2,2,0,1,2,2,1,1,1,2,3,2,2,2,1,0,1,1.132440543,22.0236,5893151.744
1,0,5,0,2,0,2,1,1,0,3,1,1,0,2,1,3,0,1,0,2,2,1.378796068,16.32285,5467695.371
1,1,3,2,3,1,1,2,1,1,3,0,0,1,2,0,2,0,1,0,1,2,0.94058921,22.18024,6063611.697
0,0,3,0,1,2,2,4,1,1,2,0,1,2,0,2,1,0,0,1,2,2,1.024481975,15.589693,5821242.653
2,1,0,0,2,1,1,0,1,1,1,1,1,0,1,3,0,1,2,2,0,0,1.177407894,16.655057,6048439.988
1,1,0,0,0,0,3,2,1,0,1,1,0,2,1,1,2,0,0,0,0,1,1.344705203,18.16534,5629926.451
1,0,5,1,3,1,3,4,1,1,3,1,0,0,0,3,0,1,0,0,0,0,1.016923953,24.91863,6048576.684
2,0,5,0,3,3,3,1,1,0,3,0,1,0,1,1,3,0,0,0,0,2,1.277948093,17.44117,5730676.426
2,0,1,1,1,0,0,3,0,0,3,0,1,1,2,0,1,2,0,1,0,0,1.46031598,11.929644,5099680.546
0,1,1,0,2,4,4,2,1,3,1,1,0,0,2,0,2,2,0,1,1,0,0.904925849,20.64327,6416468.816
1,1,3,2,0,4,4,2,1,2,0,0,1,2,2,3,1,1,0,2,0,0,0.899495629,24.16863,6775159.923
1,0,1,1,2,1,4,1,1,1,3,0,1,0,1,0,2,0,1,1,0,2,0.944705358,16.8953,5669721.609
1,1,3,2,1,2,2,0,0,1,1,1,0,1,0,2,3,0,0,0,0,2,1.122172383,19.141468,5643518.628
1,1,3,2,1,2,2,2,1,2,3,0,1,0,2,3,1,1,2,0,2,0,0.822449903,23.68078,6381958.073
1,1,0,1,1,3,1,1,0,1,3,1,0,1,2,0,1,1,1,2,1,0,0.911463016,22.02217,6123318.281
1,1,4,0,0,2,2,4,0,2,1,0,0,2,1,0,0,0,1,1,0,0,0.895195871,21.42348,5847904.517
1,0,5,0,1,1,0,0,1,1,1,1,0,0,1,3,0,2,1,2,2,0,1.054176857,18.37527,6043238.983
0,1,0,2,0,0,3,0,0,0,3,0,0,0,2,0,1,0,2,1,1,2,1.378952465,14.66532,5171785.929
1,0,2,1,3,0,2,0,0,0,0,0,1,2,1,3,3,1,1,0,0,0,1.420265357,16.32796,5103248.785
0,0,4,1,3,3,2,2,0,2,0,1,0,2,2,2,0,0,0,1,1,1,1.214549033,16.096299,5486447.955
1,1,2,1,1,2,2,3,1,2,2,0,1,2,2,3,3,0,0,1,0,0,0.780725959,24.01498,6362045.822
0,1,2,1,3,4,4,1,0,2,2,0,1,2,2,2,2,1,0,1,1,2,0.962969147,18.292625,6000015.237
2,0,3,2,0,0,1,2,0,0,2,0,1,2,1,3,0,0,2,2,2,1,1.452514184,14.53111,5209008.068
1,0,0,0,0,2,2,4,1,1,2,1,1,1,1,2,3,2,1,1,1,2,0.909013078,18.7071,6059717.427
0,1,2,1,3,4,4,2,0,2,2,1,1,1,2,1,3,2,0,2,1,1,0.921440337,22.56305,6334385.362
0,1,5,1,2,1,0,0,1,1,3,1,1,1,1,0,2,0,0,2,1,2,1.061547579,16.73996,5949220.923
1,1,3,1,1,4,4,3,0,3,1,1,1,0,0,2,0,0,2,2,1,2,0.841904834,24.914769,6492857.692
0,1,1,0,1,4,4,3,1,2,3,0,1,1,1,1,3,0,0,0,0,1,0.910083212,19.238802,6184035.768
0,1,3,2,1,1,0,3,0,1,3,1,0,2,2,1,2,1,0,0,1,1,1.07050212,14.72492,5392118.973
2,0,0,1,3,2,2,0,1,2,0,0,0,0,1,0,1,0,0,2,0,2,1.256552391,16.48812,5718382.039
1,1,3,0,1,2,2,0,1,1,0,0,0,1,2,0,3,0,1,1,1,2,1.059289819,19.449966,5983479.62
0,0,1,2,2,3,1,2,0,3,2,0,0,0,1,1,1,1,0,2,2,1,1.070278584,17.43437,5834566.132
0,1,3,1,1,1,4,2,0,0,2,1,0,1,0,2,2,1,1,0,0,2,1.141571119,14.35502,5314262.266
2,0,0,0,2,0,3,1,0,0,3,0,1,0,0,1,3,2,2,2,1,2,1.456777077,13.93507,5296644.454
0,0,4,2,1,3,3,3,1,0,3,1,1,1,0,0,1,2,0,0,1,2,1.178785404,16.77537,5889082.267
1,1,3,1,0,0,1,3,1,0,2,0,1,2,1,3,1,0,2,2,1,1,1.320107797,19.84138,6219454.437
1,0,0,2,2,0,4,4,0,0,2,1,1,1,1,3,0,1,0,2,0,0,1.328829317,14.906015,5419054.437
